File_Path,File_Size,Entropy,Hash,Label,PID,Name,CPU_Usage,Memory_Usage,Status
/usr/bin/zstdless,30,4.21506101220307,d088aa04d1e60fa093bbe0a8c5defd71cff7aec4333a7b4cd774a5ced40eece3,0,,,,,
/usr/bin/zstdgrep,3869,4.83961054605631,9bc769b26542ef2efa14ae29b3178b7f10639cd95544207691cb258fe06bbe17,0,,,,,
/usr/bin/zstd,875096,6.31712068120777,d304445daa7e6429293dc02035063b7993fb6a489ee90d8851bff497952836dc,1,,,,,
/usr/bin/znew,4577,4.89922302079155,4e20c8e46ffb6456224f7096c4db2c9231aacbca69f6a268e9f5d72d01255a85,0,,,,,
/usr/bin/zmore,1842,5.21213925501922,9939ea48051e510ede264ee70cf308a387bb7acbd479793857d757e9ec9071c9,1,,,,,
/usr/bin/zless,2206,5.41127369292574,b0cfe211f851049a78f5812cf5b1d7cb4f3fbb101c02c1865c940d5797f4b73b,1,,,,,
/usr/bin/zjsdecode,26952,5.22575966752011,cbfff8b9248b773f7f8cc89af6c790d690cddacec177eccb180c5b5ee16ce5aa,1,,,,,
/usr/bin/zipsplit,59800,5.35835649690172,93f0ab4816f863efdaa82119b898ff7abf4510e7c7dcac52dc2b6f74b07ad827,1,,,,,
/usr/bin/zipnote,63896,5.4591882879983,59cc37354b6c53547b1e63a6b850046c319aa1391af01a6b9206014fa0bbe9d4,1,,,,,
/usr/bin/zipinfo,174512,6.05256787539132,c2de3370834a29644eb8362e3df7ee2f0fae51f28f04da1a34e898575714693c,1,,,,,
/usr/bin/zipgrep,2959,4.76446281961433,d3da1cedec94b40ce31b1a9ffdb5f7b2d2d6ff0c2bd8bd72f044913181f3928d,0,,,,,
/usr/bin/zipdetails,60065,4.9355253828687,9fa9f28c16d9932340b1888b910dfb28d038b11ab29d88f76f3bf1a7856dfd37,0,,,,,
/usr/bin/zipcloak,72088,5.25070723682493,fa1acf979b3ff1b45605546eaad3c419d53dc888e3de47ee2363729606aa4934,1,,,,,
/usr/bin/zip,203768,5.86680687804728,7dff50f9388ab7c9458b62561626182cd15512a51a81ba49acdcb94ad2c995c8,1,,,,,
/usr/bin/zgrep,8103,5.04159920124994,c6b965cac75d2dc2718f5da6ed672d1046bc78098ec55b3cb86f27533a60e133,1,,,,,
/usr/bin/zforce,2081,5.16009714621475,545a6829f7ee0a26605fcfb9a65042ad7265d21beabd8c696c0885ca81cffba7,1,,,,,
/usr/bin/zfgrep,29,4.32316116739216,87ab5f4c7cb344e409d614d1a69cc156b3b1053d6ae0b59d8e2c2131f3e63e5a,0,,,,,
/usr/bin/zenity,131840,5.28185338280614,6fd084e86c386cd1d5036b490044dee514021e1bc25af7ec83041a7ac59d872d,1,,,,,
/usr/bin/zeisstopnm,14360,2.44372144216401,19c857df6dde188dd71f8800b71e7f9fa1f2a6657bd7ae7e5d20b111f423e622,0,,,,,
/usr/bin/zegrep,29,4.32316116739216,67ee7fadec7ea53b4c1f8cfc3c81427b29c0b1381e80b55642617620c84d0bcc,0,,,,,
/usr/bin/zdump,26840,4.0730252426459,7b0e70fa9b9f30b30e7b62beeb9189a6771580fd3d4c7eb57cf29bbe4b7158ae,0,,,,,
/usr/bin/zdiff,5898,4.40283853379529,3cbf93ee0cb48365bca4daa349421262ebaf4c2a40c57f2c73559f745ff0f918,0,,,,,
/usr/bin/zcmp,1678,5.12215917106736,c1500a5bf04e61ff7ea089fe4f33ede7bccbc33c8500156db0f0b0a03861b57b,1,,,,,
/usr/bin/zcat,1984,4.98275852506869,4b74c4c68bf4c39c39dccc7544b891ffa8a560160882c081d771ae945168ce00,0,,,,,
/usr/bin/yuvtoppm,14360,2.20740868475057,b08915d35a2cf656ee02ad5f67a2a46d6d41b861c20023a4402328a383e706b8,0,,,,,
/usr/bin/yuvsplittoppm,14360,2.95335527972907,c3a56a051db8172c28db36a0ff12b6b33b3f05b00c8c32cca32a03bacfac654f,0,,,,,
/usr/bin/yes,31112,4.27182106694767,ee431b97fb62f59ee94fa698dbc98971001bbb1cbd9c5e32ce4ab4c5530924d8,0,,,,,
/usr/bin/yelp,67816,4.86603348449215,3dc460d1553c81ebff3d63195ccbe9e02d50684c0da05ad1f6de55c9f90e62b3,0,,,,,
/usr/bin/ybmtopbm,14360,2.05454793783791,16e0952bd4beea4290514142cfc0218dd2f1d78ba1914b7deedeeb84368e2bbb,0,,,,,
/usr/bin/xzmore,2162,5.34351511528673,894a74d5538425ee65e1971df1f96bf3d08929b806715c4d540b41db202f0a8b,1,,,,,
/usr/bin/xzless,1799,5.34037970658512,72b2f0b6571d84243b178c7e3f6092b15b6a5dd11361e77c81c036b32129dd2a,1,,,,,
/usr/bin/xzgrep,6015,5.09932949835621,269b229d30b7d3f7160fe5ffd242e29ba0c658641bdc617162e640f7c2ca3984,1,,,,,
/usr/bin/xzdiff,7023,4.93862109325223,0359543fdbce4210a18ef59b48ca00b76dd13a436da1dbbd958218b31fad540f,0,,,,,
/usr/bin/xz,84504,5.41066620900332,bf66862cb9945876668da02c1522a57ad1824a4bde7c510df497db7c15cbe2ed,1,,,,,
/usr/bin/xxd,18720,4.61412302503236,47b5b0529d7c3b8ccfa7fc9c8ffb1070fcda3a63d6535c709a431b9da196c9d5,0,,,,,
/usr/bin/xwud,35120,4.23130350606079,ee59cd25a1cf2ab24d8106a16ea220d3d7543f4a05e04f7ec35ec03bcbc1b12b,0,,,,,
/usr/bin/xwininfo,51592,4.89773008088903,63327459395882c076f618e6d344ab90adee01c1450af267251fed0db88ab9bb,0,,,,,
/usr/bin/xwdtopnm,22552,4.14645461393664,f930301ab5f7c30d8b0bc8147bb7635404283229c6c022d06e8569dee50eede7,0,,,,,
/usr/bin/xwd,31040,4.78745205475621,49139ecfba58f13dfcf949ad9f82e3b8ef954b455f505da9d96ab360e19188f0,0,,,,,
/usr/bin/Xwayland,2221016,6.29770053572773,6beaa093556511ed206760cbc4d88f5c427babc20ecaeb6af815488a81239aa4,1,,,,,
/usr/bin/xvminitoppm,14360,3.18660176741409,1c959c7c8206592394933dc4ec1bbc081c1701e796ebdfa1f9c38b86b230e49b,0,,,,,
/usr/bin/xvinfo,18744,3.57455075359258,edac53a6a2c36a030584518dbf4edf7a0136cdb288d61170b5cba16f010e6546,0,,,,,
/usr/bin/xvidtune,44808,4.65247869478761,533ed457d7188eee4edbb89078da144165aa1319521d3e5dcb3edc85a97f82b0,0,,,,,
/usr/bin/xsubpp,5167,5.12026345630078,c8c0f265dd2f3f247f179a5464bddfe6391b9e06996e961fa15c51c2e26e39a3,1,,,,,
/usr/bin/xstdcmap,15248,4.10833236994285,17323964c383936c7da66cfc72fc56488a8d6633ff97be5f305480d5dc18a1e5,0,,,,,
/usr/bin/xsm,101080,5.48600451186624,a9e79276bbab5453d72d6debaabbd5a84902fee48759975283b202735792b9bc,1,,,,,
/usr/bin/xsetwacom,65376,4.68717195868862,076e8fbb6767871df9e0d2ec2a5140bcde110670493ca164f73bea64889cd3c6,0,,,,,
/usr/bin/xsetroot,18752,4.62784919752601,5453fe6c7b2f3038ef4df47eb91df7cc2a0bf801251b69ce7f48f5e581233022,0,,,,,
/usr/bin/xsetpointer,14656,2.68212626258743,1ae42c4d8e47a28bbce0ee1918f7e8e4afa7d87f2aadd008505c5c504c6c7515,0,,,,,
/usr/bin/xsetmode,14656,2.27060635277269,92a976bb6c0eb34633f9011093d21768483fa6472479b7469ee59977841c8fcf,0,,,,,
/usr/bin/xset,35136,4.82242943418779,21f764d2f8eb9001434cf4978f933f948878ae65018c6eef7eaaafe3e69d7ddd,0,,,,,
/usr/bin/xrefresh,14728,3.31780119134688,b9e44fe136a916d4d8c6a54e7c95e8b8c7ecaf826a36413855b3e110ac190389,0,,,,,
/usr/bin/xrdb,35224,4.82629335028029,ba395eaec0b513aa0571aba79fb87cd40b04ccd22c9f42b3cba6d1646b03daa6,0,,,,,
/usr/bin/xrandr,63904,5.80695669984785,0e6e14f4bd26e195fcb7aab7b24e90ab122c56ae8cf71d8e8872d8e18e2412b0,1,,,,,
/usr/bin/xqxdecode,18752,4.23084927137324,4ec570cdfa722dbc0b8fd0cf955ab48553b472b468a452df45e19ad975d3deed,0,,,,,
/usr/bin/xprop,49776,4.68971854327634,a8821ccf0234803cca8b216b26997db1d67017de0e24d0384b86c9b76a197f9d,0,,,,,
/usr/bin/xpmtoppm,18512,4.47902060990248,a873fbeacb34657e36b544cb72dd10ff0db4cc7f521c0e8ec4cbcca4d6ee40f8,0,,,,,
/usr/bin/Xorg,274,4.70863508420511,bca1ceb412614f4e0cb13a68b5d78e86b32ac25f7f2f66b40de73517c8f239eb,0,,,,,
/usr/bin/xmore,14880,2.8464273949849,e1826f4215c5e02ab99a8028632ccf7272505176e4d384b6faf5ead1d1a6ff34,0,,,,,
/usr/bin/xmodmap,43704,4.746525488515,7d9b0fe2af4960789e66afd3158c43c910e1bbc4b777ec26a6c1ea970078a49b,0,,,,,
/usr/bin/xmessage,23672,3.98217373571614,911a874d088372a708d554dcd98e683e87bcced8267e6234902f00042cdfcb51,0,,,,,
/usr/bin/xman,79056,5.11714171066481,89f6c9a43dab98558ae872eea3f85b8645b4986a6568b441ae79e617d7e3ce90,1,,,,,
/usr/bin/xmag,49472,4.56726451465707,c3b1d450bf17106b518ce05b60cca2bd9e97b6d98e2383447ac04707896aa983,0,,,,,
/usr/bin/xlsfonts,27032,3.99826065771102,739aee317590529f0e94ef83736a51478b910c6d78cba4ecac8fe1c53856f168,0,,,,,
/usr/bin/xlsclients,18752,4.01621437612357,4850c9938aa1c188c90df2cabd1cda59f49b5d885757b8f1e06ae264faa09829,0,,,,,
/usr/bin/xlsatoms,14648,3.43999096547612,126274435044672b71c2a0ceb35df305feb45d8d165afa1187c888cef112ab3b,0,,,,,
/usr/bin/xlogo,23744,4.02575205714239,f4bb7f47dac3af8f059b4819761e6bce602cf11dd356387b974fb328286af0b4,0,,,,,
/usr/bin/xload,23472,3.19829582865963,15158228d51f66331281557b7a6185795552387cecf4452ee87e6fb29947aa88,0,,,,,
/usr/bin/xkill,14648,4.03352168683025,e5c527a90f72c0fbe4b82f0b68ba68c45a2aeac1ccbd96bfc19611ed32260052,0,,,,,
/usr/bin/xkeystone,16982,5.00316941369432,8f0e1c4ee9efe72a991f099ab343de1d436f2c6e9424bf075fb1266db36b3c94,1,,,,,
/usr/bin/xkbwatch,23720,3.10297751526388,391c37f7ba17d25afca83018e0917476259f75ded2c86696b69f1db66e208722,0,,,,,
/usr/bin/xkbvleds,23656,4.15093159968162,dc09d76c985634f899d9840b98b52d4205890c57e713ee62923930ded34221d5,0,,,,,
/usr/bin/xkbprint,92512,5.75031191846972,3933c8d3e5ecba77bdc307bfd9cc6237db2d8ad6c6362c5c79a9640c74b9893c,1,,,,,
/usr/bin/xkbevd,43400,4.69406968202428,528c91be2db92158152aaf1e0ee5dd9a666b143a3147d2cff1e8c3a777f060e9,0,,,,,
/usr/bin/xkbcomp,217192,6.03308213015633,740e62fde167c8b93143a7d49d215318041fb424d1e4a77ffa6b8879253bd222,1,,,,,
/usr/bin/xkbbell,14664,3.69721709068081,9985b08fed04d5b678ec5697a71d31753714179f25e9dbb6e608e9f0c75fe15b,0,,,,,
/usr/bin/xinput,64336,5.10287243239863,b4bf739c1fa44796640cad66be1d67c3234b384cd8ebf6e52d397ab9ee8b8cd6,1,,,,,
/usr/bin/xinit,22840,3.79947998076289,e15bf6638dd84b35b21bd2737b0ea482ec6ad95942afa9c98b764610123a88d4,0,,,,,
/usr/bin/ximtoppm,14360,3.7032769832989,2b1344084c15b7e52e5e2b11340dc7f670349ee60468e0a720bb0f0c084c7e3d,0,,,,,
/usr/bin/xhost,18752,3.66758491364151,0911c5f9600657af21f6aa783b0d566dc40e8e8e4cb3a4aca605dee4cfc285a8,0,,,,,
/usr/bin/xgettext,304136,6.12862507061003,c07e2064de2f7b6e4cf322296ed57903912014301b3f567db50dc43373f5328b,1,,,,,
/usr/bin/xgc,72064,4.95882016225363,42e3d1f8b21d025d3b211cfe8cd509e034f8b576f6a2ebf31b0a8f3ce6acaddb,0,,,,,
/usr/bin/xgamma,14656,3.57309946041199,711a094de4970a60313f4c16ad8ea1749c9d0d5ea0ee9f9a2a68c00c360563bd,0,,,,,
/usr/bin/xfontsel,44904,4.77464625420955,e9e50a4fee791c2062cbc31a4d5ca94b3815b241edf351da5717982921a2901e,0,,,,,
/usr/bin/xfd,40968,3.95787922377869,5f4f45fed0dbcbf277a97dad233fe2f544b2c8acf1b587ce1d7183766fa089fd,0,,,,,
/usr/bin/xeyes,24256,4.3529912308879,6ee325ccff2dfbbd114865533edc7ffd6adc94d0510fde37f00452d9d330db85,0,,,,,
/usr/bin/xev,35456,4.65889093682153,82d0c9ae708ea2288f4f2a43a58f52c996abd0ec61965639b6ea3a147cb5914f,0,,,,,
/usr/bin/Xephyr,2463360,6.28983948169287,b0c2214e4906ce9449a69efb8a86f4f79d8491022342cac269c67f5626cfcc97,1,,,,,
/usr/bin/xedit,726368,6.14886562772246,606c030a43ac76431182274a439773cabacc8a15951ecb010addacaa06628a97,1,,,,,
/usr/bin/xdriinfo,14648,2.73498279937179,64c724c19cf0bca97afd2b4cdb6b42f9a8eb8078bef9cd2805219dbf79a8b1d3,0,,,,,
/usr/bin/xdpyinfo,39992,4.67915526778999,a061dbdc55a66e1435d4d126ac138c5528cfebe9278fe5efb875e89f8f17ffe2,0,,,,,
/usr/bin/xditview,110720,3.06166317154939,7b92ec57bc8abd4036c6065f27e8ac16aa2c513b49e76c15dd9cb3620fff9f92,0,,,,,
/usr/bin/xdg-user-dirs-update,26856,4.03104661237242,21e9a99767d1e0625f6517a40e528fc4e90b4dca219c4e0baa0edc973e65f2f8,0,,,,,
/usr/bin/xdg-user-dirs-gtk-update,22680,4.23966102189278,b700c2420b1b72280c95077a943274ec3e49faba13843c5901c24cac3c554045,0,,,,,
/usr/bin/xdg-user-dir,234,5.43453484001988,66f6896a88c333b2c3152617fd3be51d7e896481abc07028a064dad17e64f6b8,1,,,,,
/usr/bin/xdg-settings,38417,4.89681278352139,91ae2708ce0a18bde08019d20c3c4efd3b786dc234fd9a5306394fe21eee020e,0,,,,,
/usr/bin/xdg-screensaver,38003,4.68013411342496,b14ca8274d83d650769bc206206aab7d08f4d16d8037d40ac21c8352b73d535c,0,,,,,
/usr/bin/xdg-open,26075,4.79373010877258,faec92df30f89fa338d9fba723e010265ffd062b41decd7885b1ff8fd46cc529,0,,,,,
/usr/bin/xdg-mime,42126,4.84699173381908,13fabfe59c74aa2f52521b4403ff1a512a152de4d15d98fe9b61c7537dd54d8d,0,,,,,
/usr/bin/xdg-icon-resource,30032,4.88866742828408,dea94b04a927638af68778497a4fdab346ca81d7a41e902208d2e6751d0dba66,0,,,,,
/usr/bin/xdg-email,26934,4.92812380310091,7315da5e84bb102de9cc2d10b7e7e6dad0a8a4a09d2882626d8a859a9552c97b,0,,,,,
/usr/bin/xdg-desktop-menu,43280,4.87161104265174,367a7b0c32bb1f607919b97c3def032486d006a862edfadafd08d92995c195ae,0,,,,,
/usr/bin/xdg-desktop-icon,20642,4.90708643515405,a3f4603f89c55c3b661b497eac809bf76fa08252d40b0c6bb82a1715d9f4a55d,0,,,,,
/usr/bin/xdg-dbus-proxy,51344,5.23288716021939,40c60e516325155cf7387ab57a65cfc4591afd970ac2da555eb147d287aa4ade,1,,,,,
/usr/bin/xcutsel,19008,3.00758738116495,d57cc6d9f1fe8f3351996731029a04933988165664b7e014b4cf4321bc1e6eba,0,,,,,
/usr/bin/xcursorgen,22832,3.26393675033727,3e4d095c51c80b1c5b7140574bd66b57dc6316dbbeefe68e0cd62ffb96ff951d,0,,,,,
/usr/bin/xconsole,23760,3.78110390800712,6d19498f996a1f0dc3e50a58119cd225cbcdb5f1dd6bcb650ceadc135356ae5e,0,,,,,
/usr/bin/xcmsdb,35896,4.98863526644797,f1e6b7974275f17a0e809c334a95324b6baef3961a41d6da52885bf10ec3d4e2,0,,,,,
/usr/bin/xclock,62528,4.83690012764134,c5025ffa5dba2153b1c9a44489c72a0d457bdac995d6c30446a4c092bc1a7507,0,,,,,
/usr/bin/xclipboard,23120,4.21008454945289,01c59173d46d5f7084f2f66137d7b626412e9cd29ce1c23827e8e3b9209834e1,0,,,,,
/usr/bin/xcalc,48624,4.73189392798891,a9a67332cdb92bf9eb3be228924c6bc883e1777dd5538c5c94ac0d6354b9381e,0,,,,,
/usr/bin/xbrlapi,203264,5.78689986499137,63a695e18cf59a9a44d711e9a5355f6cd5125517cd8ff6238b7ae1750c2aa787,1,,,,,
/usr/bin/xbmtopbm,14360,2.93114087583053,335879e409705aa6098bf039a380fc5e28c02800bc357ec010e97474f62d380b,0,,,,,
/usr/bin/xbiff,24736,3.59636443416184,6b5d4820bd608facbb17ee584ba6d646df269a5f2909e8f5ecb2f3c681260ce7,0,,,,,
/usr/bin/xauth,56280,4.65443133798578,f914cf066df79d535d12721ac117c555ba43efe9a575804d8cc296f5ef23a44b,0,,,,,
/usr/bin/xargs,63912,5.44173766698499,ff3eca2d9d88883c0e997a5dbe62883819fffb40d12194ebd753848b7c7b3f0b,1,,,,,
/usr/bin/x86_energy_perf_policy,1622,5.04961518675395,2d0953085bf720a25efbe24f853e97d27b1f12f18a398255ff82cbafde254dad,1,,,,,
/usr/bin/x86_64-pc-linux-gnu-pkg-config,51488,5.32387530585537,5b3ac843680075b8266500aaa948eb3f622aed206ff4116c08de5d8609eaa563,1,,,,,
/usr/bin/x86_64-linux-gnu-strip,166472,6.07447520975954,36e89fd069b7268b45586598aaa65e6249468f2a9abbdc098420421fbeab6214,1,,,,,
/usr/bin/x86_64-linux-gnu-strings,31344,4.63128506645725,83445618a1edbe493c50c6c8b4571cbb4a21bb3f0935a4045ce313050ebb8800,0,,,,,
/usr/bin/x86_64-linux-gnu-size,31184,3.89630858565681,d7538cd628e7b7d52da6ad1ad87448e4b91dd9d6fdf001dcb4d4960888b0d5ce,0,,,,,
/usr/bin/x86_64-linux-gnu-readelf,776640,6.4481262904315,4df484ab601f7196528c0cfab86f13a35c5cd929cd0c7c277136309d7d04afe1,1,,,,,
/usr/bin/x86_64-linux-gnu-ranlib,55792,5.48191961789847,ba6c17ec92e52cb9b8fe6672c47ceeabc5c39154a3547a23f3537873374bdb96,1,,,,,
/usr/bin/x86_64-linux-gnu-python3.10-config,3123,5.13573393175984,47580447cdc96f4d90b0d7314b2e0ce5c4f81193ad65a78a082097b67afecf24,1,,,,,
