0,1,2,3
5.430469341492515,-0.4618089624370058,,
-0.1745972144109064,-1.0242277092477838,,
-0.1845013149755459,0.16807128835606858,,
,,0.0,2.3117351387114744
-0.15672631659793276,-0.37704954843351174,,
,,0.0,-0.17268578717254385
,,0.0,-0.10821210254977133
,,0.0,-0.17268578717254385
-0.17449406348557897,-1.2582568905985196,,
-0.1745972144109064,-2.0590650252026648,,
-0.16769899627963591,-0.23681080433771015,,
-0.17436512482891972,-1.6120920586049166,,
-0.16769254934680294,-1.2313500475026526,,
-0.14459963593912922,0.33652101669190765,,
,,0.0,-0.1363428971954797
-0.15474066128538014,0.0024793989558035095,,
-0.18260188738963415,0.5802469044596987,,
0.5621453758744475,1.063266268086761,,
0.5190411829532563,1.6678207974410257,,
-0.0751919570594488,0.8123657232240824,,
,,0.0,-0.16268275615722216
-0.07187178665047282,1.1922982306793686,,
-0.18269778551552449,0.5948639680935353,,
-0.1643981666691588,-0.43873062490580295,,
,,0.0,-0.12655827297088545
0.4586011876442275,1.4038403405451803,,
-0.1082389347612175,0.769536585133471,,
-0.1740169904559397,-1.1209349406440026,,
,,0.0,-0.17268578717254385
,,0.0,-0.17268578717254385
-0.14780376155711186,-0.0762722562136359,,
-0.18260027565642592,0.6987037357666077,,
-0.16440461360199177,-0.8009311869633968,,
-0.1641531832215062,-0.6794530179791058,,
-0.14129235939581916,0.8489344471366205,,
-0.17449406348557897,-1.1133937382262966,,
-0.17435867789608675,-1.7110410646756333,,
-0.17436512482891972,-2.1243033601943155,,
-0.056586108903517375,0.7068889656666315,,
-0.1743715717617527,-2.061830562793323,,
-0.16660946463086515,-1.0994961325848371,,
-0.17126817946928508,0.16902403297217336,,
-0.16441106053482474,-0.42095707171574925,,
-0.1745972144109064,-2.499283803486627,,
-0.18443442804740393,0.5706547807657624,,
,,0.0,-0.060817828961893486
-0.1642821218781655,-0.577460103110672,,
-0.18612352444964023,0.10490959355292194,,
-0.18584388873801047,0.7142525094053226,,
-0.1507306690632771,0.2376018802171065,,
,,0.0,-0.13494509373482338
-0.029019024109767286,1.3819165114539627,,
-0.16417897095283807,-1.3778346406018844,,
5.334274656691873,0.8292932867194622,,
-0.1705807752559704,-1.825770813288371,,
-0.07198138450863319,0.3784887053220679,,
-0.14775863302728112,0.6196564880767397,,
-0.17899482846959133,0.49020220891084104,,
-0.170999825890113,-1.0358193515143843,,
-0.16426922801249955,0.06657984108110239,,
-0.1854820546327604,0.43337691496847663,,
,,0.0,-0.05859007969647228
-0.17509846343866928,0.45825406155438553,,
-0.18529831704702096,0.5612745515063919,,
-0.1745972144109064,-1.07009253645129,,
-0.1679955551899522,-0.21628664979154483,,
-0.18486234321419184,0.512543679093562,,
,,0.0,-0.14612752142007387
-0.16457868078848178,-0.28926353282649503,,
-0.18610498951774546,0.15094566388811614,,
-0.1745972144109064,-1.598451744834573,,
,,0.0,-0.11686101146258229
-0.1246850604181063,0.6598101602834034,,
,,0.0,-0.164298966408606
-0.1816114773331702,-0.13104305532213265,,
-0.1678021472049633,0.15606805068389074,,
-0.18264540418625666,0.18258858822095575,,
,,0.0,-0.17268578717254385
-0.16770544321246886,-1.3533240434097635,,
-0.16114246558851245,-0.4344746026421589,,
,,0.0,-0.11956925566760386
-0.14458029514063034,0.24806512086656723,,
-0.17042604886797927,-1.5249276957095932,,
-0.15780295438103759,0.21351119269212063,,
-0.1643981666691588,0.31493158557301154,,
-0.17100627282294595,-0.8556904857791438,,
-0.17127059706909745,-1.0022778288278165,,
-0.18287346443522273,0.6059238829279734,,
0.06679529165372987,1.1464278259042537,,
-0.07478580029097212,1.1804909648089763,,
-0.1745972144109064,-1.631107386085407,,
-0.18214657275830615,0.4797120323966672,,
-0.1445480604764655,-1.389165601485262,,
-0.18295002176261416,0.7510095812570494,,
-0.16091682293935874,0.25102291590588655,,
-0.1745972144109064,-2.2420138996826426,,
-0.17467135413848547,0.6632880622061388,,
-0.1860469671222488,0.19509085990341177,,
,,0.0,-0.17268578717254385
-0.18244071406881007,0.5428410037344562,,
,,0.0,-0.17268578717254385
